product,category,price_per_kg,units_shipped,units_sold,units_on_hand,supplier_location,date,product_clean
Potato,Vegetables,26.3,39.6,32.8,9.4,Delhi,2022-10-17,potato
Potato,Vegetables,25.9,37.5,34.2,9.6,Delhi,2022-10-18,potato
Potato,Vegetables,23.5,34.7,30.8,6.2,Delhi,2022-10-19,potato
Potato,Vegetables,24.4,32.9,29.4,8.4,Delhi,2022-10-20,potato
Potato,Vegetables,26.0,40.4,30.4,15.1,Delhi,2022-10-21,potato
Potato,Vegetables,24.0,49.8,38.4,18.3,Delhi,2022-10-22,potato
Potato,Vegetables,25.4,36.7,30.8,10.3,Delhi,2022-10-23,potato
Potato,Vegetables,26.0,36.1,29.6,13.5,Delhi,2022-10-24,potato
Potato,Vegetables,23.9,32.1,26.4,9.4,Delhi,2022-10-25,potato
Potato,Vegetables,26.1,35.3,33.1,7.1,Delhi,2022-10-26,potato
Potato,Vegetables,22.7,43.6,34.8,12.7,Delhi,2022-10-27,potato
Potato,Vegetables,25.8,33.9,31.2,8.0,Delhi,2022-10-28,potato
Potato,Vegetables,25.0,40.2,33.8,10.1,Delhi,2022-10-29,potato
Potato,Vegetables,22.2,54.5,42.9,19.0,Delhi,2022-10-30,potato
Potato,Vegetables,26.5,38.0,32.1,12.1,Delhi,2022-10-31,potato
Potato,Vegetables,24.0,41.5,32.5,11.1,Delhi,2022-11-01,potato
Potato,Vegetables,24.8,44.0,34.6,12.9,Delhi,2022-11-02,potato
Potato,Vegetables,22.1,35.2,29.9,10.7,Delhi,2022-11-03,potato
Potato,Vegetables,22.6,40.6,37.6,10.8,Delhi,2022-11-04,potato
Potato,Vegetables,23.7,42.3,36.7,10.1,Delhi,2022-11-05,potato
Potato,Vegetables,25.5,38.9,31.3,12.6,Delhi,2022-11-06,potato
Potato,Vegetables,26.0,34.7,32.0,7.1,Delhi,2022-11-07,potato
Potato,Vegetables,25.1,37.9,35.5,4.5,Delhi,2022-11-08,potato
Potato,Vegetables,26.6,33.3,28.1,8.4,Delhi,2022-11-09,potato
Potato,Vegetables,22.1,40.9,35.0,11.8,Delhi,2022-11-10,potato
Potato,Vegetables,26.7,32.2,28.0,9.3,Delhi,2022-11-11,potato
Potato,Vegetables,23.0,54.3,41.8,15.5,Delhi,2022-11-12,potato
Potato,Vegetables,23.5,41.5,33.5,15.7,Delhi,2022-11-13,potato
Potato,Vegetables,25.4,41.5,32.1,14.0,Delhi,2022-11-14,potato
Potato,Vegetables,23.8,44.2,36.7,12.3,Delhi,2022-11-15,potato
Potato,Vegetables,22.6,34.8,27.8,13.4,Delhi,2022-11-16,potato
Potato,Vegetables,23.0,37.9,34.4,8.2,Delhi,2022-11-17,potato
Potato,Vegetables,26.3,38.4,32.1,13.2,Delhi,2022-11-18,potato
Potato,Vegetables,23.1,38.8,36.5,5.7,Delhi,2022-11-19,potato
Potato,Vegetables,24.5,44.5,41.1,10.9,Delhi,2022-11-20,potato
Potato,Vegetables,26.4,38.6,32.5,14.0,Delhi,2022-11-21,potato
Potato,Vegetables,22.3,36.1,30.3,9.5,Delhi,2022-11-22,potato
Potato,Vegetables,25.6,43.0,32.2,15.5,Delhi,2022-11-23,potato
Potato,Vegetables,24.3,34.3,28.6,10.2,Delhi,2022-11-24,potato
Potato,Vegetables,24.2,34.9,32.2,6.4,Delhi,2022-11-25,potato
Potato,Vegetables,23.1,46.5,38.3,10.2,Delhi,2022-11-26,potato
Potato,Vegetables,26.5,46.7,40.5,9.1,Delhi,2022-11-27,potato
Potato,Vegetables,23.0,39.1,32.8,8.5,Delhi,2022-11-28,potato
Potato,Vegetables,25.8,44.3,33.6,16.0,Delhi,2022-11-29,potato
Potato,Vegetables,24.4,42.9,35.5,10.5,Delhi,2022-11-30,potato
Potato,Vegetables,24.5,43.5,37.7,8.4,Delhi,2022-12-01,potato
Potato,Vegetables,24.9,41.8,32.5,17.1,Delhi,2022-12-02,potato
Potato,Vegetables,22.5,43.7,41.4,8.6,Delhi,2022-12-03,potato
Potato,Vegetables,22.2,59.0,45.9,19.4,Delhi,2022-12-04,potato
Potato,Vegetables,25.4,33.4,30.8,4.9,Delhi,2022-12-05,potato
Potato,Vegetables,22.4,29.3,24.0,9.2,Delhi,2022-12-06,potato
Potato,Vegetables,24.9,45.6,34.7,17.2,Delhi,2022-12-07,potato
Potato,Vegetables,26.0,33.3,31.7,3.7,Delhi,2022-12-08,potato
Potato,Vegetables,24.3,42.9,36.2,14.3,Delhi,2022-12-09,potato
Potato,Vegetables,26.0,42.4,39.2,7.8,Delhi,2022-12-10,potato
Potato,Vegetables,26.9,32.4,28.5,8.8,Delhi,2022-12-11,potato
Potato,Vegetables,25.6,27.7,26.0,8.7,Delhi,2022-12-12,potato
Potato,Vegetables,26.5,32.5,30.3,9.2,Delhi,2022-12-13,potato
Potato,Vegetables,26.7,31.2,27.4,9.0,Delhi,2022-12-14,potato
Potato,Vegetables,23.5,39.3,30.5,11.7,Delhi,2022-12-15,potato
Potato,Vegetables,22.8,26.2,23.6,4.9,Delhi,2022-12-16,potato
Potato,Vegetables,25.2,45.0,35.8,13.9,Delhi,2022-12-17,potato
Potato,Vegetables,26.4,39.2,30.6,12.2,Delhi,2022-12-18,potato
Potato,Vegetables,22.7,37.0,31.8,12.1,Delhi,2022-12-19,potato
Potato,Vegetables,22.1,43.3,36.5,13.1,Delhi,2022-12-20,potato
Potato,Vegetables,26.2,39.9,30.6,11.5,Delhi,2022-12-21,potato
Potato,Vegetables,23.5,38.1,36.2,4.9,Delhi,2022-12-22,potato
Potato,Vegetables,25.6,36.6,31.2,8.1,Delhi,2022-12-23,potato
Potato,Vegetables,25.4,45.4,36.1,15.7,Delhi,2022-12-24,potato
Potato,Vegetables,25.8,50.4,37.6,16.1,Delhi,2022-12-25,potato
Potato,Vegetables,23.4,36.7,30.0,13.4,Delhi,2022-12-26,potato
Potato,Vegetables,23.7,39.8,30.3,13.0,Delhi,2022-12-27,potato
Potato,Vegetables,25.0,39.2,33.9,9.2,Delhi,2022-12-28,potato
Potato,Vegetables,23.8,47.0,36.8,14.9,Delhi,2022-12-29,potato
Potato,Vegetables,23.4,42.2,32.3,17.1,Delhi,2022-12-30,potato
Potato,Vegetables,24.3,36.3,33.2,7.0,Delhi,2022-12-31,potato
Potato,Vegetables,25.4,55.5,43.3,19.3,Delhi,2023-01-01,potato
Potato,Vegetables,22.2,32.6,26.0,10.1,Delhi,2023-01-02,potato
Potato,Vegetables,24.8,39.4,31.2,14.8,Delhi,2023-01-03,potato
Potato,Vegetables,23.4,39.5,32.1,9.6,Delhi,2023-01-04,potato
Potato,Vegetables,22.8,43.7,32.4,15.6,Delhi,2023-01-05,potato
Potato,Vegetables,24.5,36.5,31.8,9.9,Delhi,2023-01-06,potato
Potato,Vegetables,24.6,49.3,36.8,16.1,Delhi,2023-01-07,potato
Potato,Vegetables,24.8,33.8,31.7,8.2,Delhi,2023-01-08,potato
Potato,Vegetables,23.0,30.0,25.2,9.4,Delhi,2023-01-09,potato
Potato,Vegetables,24.3,31.6,26.7,7.2,Delhi,2023-01-10,potato
Potato,Vegetables,23.2,38.4,29.9,15.6,Delhi,2023-01-11,potato
Potato,Vegetables,25.5,38.6,35.5,8.3,Delhi,2023-01-12,potato
Potato,Vegetables,22.6,44.5,34.7,14.9,Delhi,2023-01-13,potato
Potato,Vegetables,26.0,43.0,35.9,9.3,Delhi,2023-01-14,potato
Potato,Vegetables,24.6,54.8,43.7,14.5,Delhi,2023-01-15,potato
Potato,Vegetables,26.8,45.1,34.8,14.1,Delhi,2023-01-16,potato
Potato,Vegetables,26.3,47.6,36.4,17.2,Delhi,2023-01-17,potato
Potato,Vegetables,24.3,50.2,37.4,15.5,Delhi,2023-01-18,potato
Potato,Vegetables,23.6,45.1,35.1,14.5,Delhi,2023-01-19,potato
Potato,Vegetables,25.3,41.2,32.9,13.8,Delhi,2023-01-20,potato
Potato,Vegetables,25.8,44.0,33.5,17.5,Delhi,2023-01-21,potato
Potato,Vegetables,22.7,42.7,37.1,12.9,Delhi,2023-01-22,potato
Potato,Vegetables,24.8,45.4,37.8,14.3,Delhi,2023-01-23,potato
Potato,Vegetables,24.7,32.9,29.4,6.6,Delhi,2023-01-24,potato
Potato,Vegetables,23.2,43.5,34.3,15.1,Delhi,2023-01-25,potato
Potato,Vegetables,23.2,35.8,30.5,9.6,Delhi,2023-01-26,potato
Potato,Vegetables,22.8,41.1,31.6,16.6,Delhi,2023-01-27,potato
Potato,Vegetables,22.6,56.2,42.9,15.7,Delhi,2023-01-28,potato
Potato,Vegetables,26.4,34.6,32.4,8.0,Delhi,2023-01-29,potato
Potato,Vegetables,22.2,40.1,32.2,11.0,Delhi,2023-01-30,potato
Potato,Vegetables,23.6,44.0,34.5,17.3,Delhi,2023-01-31,potato
Potato,Vegetables,26.8,43.0,32.1,13.1,Delhi,2023-02-01,potato
Potato,Vegetables,22.9,36.2,34.0,7.2,Delhi,2023-02-02,potato
Potato,Vegetables,26.7,46.6,35.9,18.3,Delhi,2023-02-03,potato
Potato,Vegetables,25.4,61.1,46.3,17.9,Delhi,2023-02-04,potato
Potato,Vegetables,24.5,34.5,31.0,10.9,Delhi,2023-02-05,potato
Potato,Vegetables,24.2,33.2,27.5,9.4,Delhi,2023-02-06,potato
Potato,Vegetables,26.7,37.6,30.8,14.2,Delhi,2023-02-07,potato
Potato,Vegetables,25.5,43.7,32.9,15.7,Delhi,2023-02-08,potato
Potato,Vegetables,26.8,41.3,38.4,8.6,Delhi,2023-02-09,potato
Potato,Vegetables,25.8,39.2,33.2,11.0,Delhi,2023-02-10,potato
Potato,Vegetables,24.0,40.9,37.6,5.5,Delhi,2023-02-11,potato
Potato,Vegetables,25.8,47.2,38.9,10.3,Delhi,2023-02-12,potato
Potato,Vegetables,23.9,40.7,32.4,14.0,Delhi,2023-02-13,potato
Potato,Vegetables,25.8,38.7,30.8,14.4,Delhi,2023-02-14,potato
Potato,Vegetables,22.4,47.3,38.8,10.6,Delhi,2023-02-15,potato
Potato,Vegetables,23.1,46.2,34.5,17.9,Delhi,2023-02-16,potato
Potato,Vegetables,25.4,29.5,28.1,6.0,Delhi,2023-02-17,potato
Potato,Vegetables,24.2,50.8,39.3,14.6,Delhi,2023-02-18,potato
Potato,Vegetables,23.4,42.0,37.3,8.3,Delhi,2023-02-19,potato
Potato,Vegetables,23.3,33.0,29.5,7.4,Delhi,2023-02-20,potato
Potato,Vegetables,24.7,34.2,29.0,12.3,Delhi,2023-02-21,potato
Potato,Vegetables,22.6,43.2,32.4,14.7,Delhi,2023-02-22,potato
Potato,Vegetables,22.1,39.6,32.5,11.0,Delhi,2023-02-23,potato
Potato,Vegetables,26.0,39.0,30.7,13.1,Delhi,2023-02-24,potato
Potato,Vegetables,24.8,33.4,30.6,7.1,Delhi,2023-02-25,potato
Potato,Vegetables,22.5,48.1,42.0,11.4,Delhi,2023-02-26,potato
Potato,Vegetables,24.7,28.5,25.4,6.4,Delhi,2023-02-27,potato
Potato,Vegetables,24.0,28.3,26.3,5.3,Delhi,2023-02-28,potato
Potato,Vegetables,24.0,30.8,28.1,5.9,Delhi,2023-03-01,potato
Potato,Vegetables,22.7,42.6,38.8,8.3,Delhi,2023-03-02,potato
Potato,Vegetables,23.3,40.7,36.1,10.6,Delhi,2023-03-03,potato
Potato,Vegetables,22.4,55.7,41.6,20.1,Delhi,2023-03-04,potato
Potato,Vegetables,23.6,47.2,41.8,11.4,Delhi,2023-03-05,potato
Potato,Vegetables,23.8,36.3,31.1,11.7,Delhi,2023-03-06,potato
Potato,Vegetables,26.4,34.6,28.9,11.4,Delhi,2023-03-07,potato
Potato,Vegetables,24.3,37.3,28.9,15.0,Delhi,2023-03-08,potato
Potato,Vegetables,24.0,42.7,35.0,12.9,Delhi,2023-03-09,potato
Potato,Vegetables,25.6,34.1,31.1,5.9,Delhi,2023-03-10,potato
Potato,Vegetables,23.7,40.9,33.6,11.1,Delhi,2023-03-11,potato
Potato,Vegetables,25.3,51.7,44.0,10.4,Delhi,2023-03-12,potato
Potato,Vegetables,23.1,41.6,38.6,9.9,Delhi,2023-03-13,potato
Potato,Vegetables,26.0,43.5,34.3,15.3,Delhi,2023-03-14,potato
Potato,Vegetables,23.2,35.0,31.7,9.1,Delhi,2023-03-15,potato
Potato,Vegetables,23.8,44.6,33.5,15.9,Delhi,2023-03-16,potato
Potato,Vegetables,22.9,39.4,32.7,11.0,Delhi,2023-03-17,potato
Potato,Vegetables,26.1,44.4,39.1,7.4,Delhi,2023-03-18,potato
Potato,Vegetables,24.5,41.5,36.7,11.2,Delhi,2023-03-19,potato
Potato,Vegetables,25.8,38.1,32.3,12.8,Delhi,2023-03-20,potato
Potato,Vegetables,22.9,31.8,27.8,7.3,Delhi,2023-03-21,potato
Potato,Vegetables,23.7,26.9,25.5,7.6,Delhi,2023-03-22,potato
Potato,Vegetables,25.4,28.4,24.1,11.9,Delhi,2023-03-23,potato
Potato,Vegetables,25.0,37.3,29.4,11.3,Delhi,2023-03-24,potato
Potato,Vegetables,22.5,48.7,38.5,16.8,Delhi,2023-03-25,potato
Potato,Vegetables,25.5,43.8,33.1,13.0,Delhi,2023-03-26,potato
Potato,Vegetables,26.2,34.0,27.1,12.0,Delhi,2023-03-27,potato
Potato,Vegetables,23.8,38.2,34.0,9.0,Delhi,2023-03-28,potato
Potato,Vegetables,23.2,30.4,25.7,11.9,Delhi,2023-03-29,potato
Potato,Vegetables,23.6,42.8,36.8,12.6,Delhi,2023-03-30,potato
Potato,Vegetables,23.0,35.4,29.5,12.6,Delhi,2023-03-31,potato
Potato,Vegetables,26.8,57.7,44.4,16.3,Delhi,2023-04-01,potato
Potato,Vegetables,23.2,54.8,45.6,16.6,Delhi,2023-04-02,potato
Potato,Vegetables,22.3,34.3,30.4,7.2,Delhi,2023-04-03,potato
Potato,Vegetables,25.7,38.3,29.9,12.6,Delhi,2023-04-04,potato
Potato,Vegetables,23.3,35.7,32.3,11.1,Delhi,2023-04-05,potato
Potato,Vegetables,26.6,42.0,35.7,11.7,Delhi,2023-04-06,potato
Potato,Vegetables,25.5,47.5,35.6,18.3,Delhi,2023-04-07,potato
Potato,Vegetables,22.6,44.7,37.2,12.7,Delhi,2023-04-08,potato
Potato,Vegetables,25.8,39.4,37.4,9.2,Delhi,2023-04-09,potato
Potato,Vegetables,25.3,38.4,32.0,9.9,Delhi,2023-04-10,potato
Potato,Vegetables,26.6,34.9,26.7,12.1,Delhi,2023-04-11,potato
Potato,Vegetables,24.4,44.8,38.0,12.1,Delhi,2023-04-12,potato
Potato,Vegetables,24.1,41.4,32.4,14.3,Delhi,2023-04-13,potato
Potato,Vegetables,26.1,35.6,32.6,6.6,Delhi,2023-04-14,potato
Potato,Vegetables,26.8,50.9,38.1,16.2,Delhi,2023-04-15,potato
Potato,Vegetables,24.2,39.2,35.5,6.2,Delhi,2023-04-16,potato
Potato,Vegetables,24.9,32.4,28.9,11.5,Delhi,2023-04-17,potato
Potato,Vegetables,24.6,42.4,34.3,10.9,Delhi,2023-04-18,potato
Potato,Vegetables,24.5,36.4,30.8,12.2,Delhi,2023-04-19,potato
Potato,Vegetables,25.4,35.3,29.3,10.5,Delhi,2023-04-20,potato
Potato,Vegetables,22.6,31.7,24.0,13.7,Delhi,2023-04-21,potato
Potato,Vegetables,24.3,37.7,31.2,13.0,Delhi,2023-04-22,potato
Potato,Vegetables,24.6,46.5,38.9,12.4,Delhi,2023-04-23,potato
Potato,Vegetables,25.7,38.4,34.2,9.9,Delhi,2023-04-24,potato
Potato,Vegetables,25.8,41.7,34.2,14.2,Delhi,2023-04-25,potato
Potato,Vegetables,26.2,35.6,28.9,10.4,Delhi,2023-04-26,potato
Potato,Vegetables,26.6,30.4,27.4,7.1,Delhi,2023-04-27,potato
Potato,Vegetables,26.9,34.1,29.8,11.2,Delhi,2023-04-28,potato
Potato,Vegetables,23.5,35.0,31.9,10.7,Delhi,2023-04-29,potato
Potato,Vegetables,23.6,37.5,34.0,10.3,Delhi,2023-04-30,potato
Potato,Vegetables,22.3,42.4,36.9,12.2,Delhi,2023-05-01,potato
Potato,Vegetables,24.5,38.4,30.1,11.3,Delhi,2023-05-02,potato
Potato,Vegetables,26.0,38.7,31.7,13.4,Delhi,2023-05-03,potato
Potato,Vegetables,23.1,49.5,37.4,15.5,Delhi,2023-05-04,potato
Potato,Vegetables,25.9,31.8,29.4,7.0,Delhi,2023-05-05,potato
Potato,Vegetables,26.6,39.6,35.7,6.8,Delhi,2023-05-06,potato
Potato,Vegetables,24.4,41.7,38.7,7.1,Delhi,2023-05-07,potato
Potato,Vegetables,22.2,41.2,34.8,8.8,Delhi,2023-05-08,potato
Potato,Vegetables,25.2,40.6,30.4,15.0,Delhi,2023-05-09,potato
Potato,Vegetables,25.1,38.6,30.9,12.3,Delhi,2023-05-10,potato
Potato,Vegetables,26.7,40.2,33.5,14.0,Delhi,2023-05-11,potato
Potato,Vegetables,24.5,36.7,27.7,14.9,Delhi,2023-05-12,potato
Potato,Vegetables,22.2,48.8,46.3,8.6,Delhi,2023-05-13,potato
Potato,Vegetables,22.6,41.4,34.2,10.2,Delhi,2023-05-14,potato
Potato,Vegetables,23.3,43.6,36.9,12.7,Delhi,2023-05-15,potato
Potato,Vegetables,22.8,38.1,29.1,14.9,Delhi,2023-05-16,potato
Potato,Vegetables,24.3,39.1,29.3,16.2,Delhi,2023-05-17,potato
Potato,Vegetables,26.6,33.7,26.9,10.0,Delhi,2023-05-18,potato
Potato,Vegetables,23.7,39.9,33.2,9.6,Delhi,2023-05-19,potato
Potato,Vegetables,22.2,45.9,43.5,5.1,Delhi,2023-05-20,potato
Potato,Vegetables,26.0,39.2,34.3,12.5,Delhi,2023-05-21,potato
Potato,Vegetables,23.9,31.5,29.5,9.3,Delhi,2023-05-22,potato
Potato,Vegetables,26.5,42.5,33.7,15.4,Delhi,2023-05-23,potato
Potato,Vegetables,22.1,38.4,32.4,11.2,Delhi,2023-05-24,potato
Potato,Vegetables,23.4,48.6,38.6,13.8,Delhi,2023-05-25,potato
Potato,Vegetables,24.8,36.6,33.1,6.5,Delhi,2023-05-26,potato
Potato,Vegetables,22.2,38.0,35.0,6.4,Delhi,2023-05-27,potato
Potato,Vegetables,23.1,48.6,36.5,14.8,Delhi,2023-05-28,potato
Potato,Vegetables,25.4,37.2,30.7,11.8,Delhi,2023-05-29,potato
Potato,Vegetables,22.6,42.6,35.8,11.5,Delhi,2023-05-30,potato
Potato,Vegetables,24.7,34.1,28.9,12.0,Delhi,2023-05-31,potato
Potato,Vegetables,25.7,42.0,34.8,13.0,Delhi,2023-06-01,potato
Potato,Vegetables,26.2,34.4,28.8,12.1,Delhi,2023-06-02,potato
Potato,Vegetables,25.1,46.8,43.3,9.0,Delhi,2023-06-03,potato
Potato,Vegetables,22.3,40.8,37.2,9.2,Delhi,2023-06-04,potato
Potato,Vegetables,23.6,43.4,35.9,9.9,Delhi,2023-06-05,potato
Potato,Vegetables,25.3,28.8,23.9,9.2,Delhi,2023-06-06,potato
Potato,Vegetables,22.4,39.1,35.5,6.9,Delhi,2023-06-07,potato
Potato,Vegetables,23.1,41.0,31.1,16.1,Delhi,2023-06-08,potato
Potato,Vegetables,26.3,26.1,20.1,10.0,Delhi,2023-06-09,potato
Potato,Vegetables,22.2,35.4,30.8,10.9,Delhi,2023-06-10,potato
Potato,Vegetables,22.7,44.7,41.4,5.9,Delhi,2023-06-11,potato
Potato,Vegetables,23.0,40.1,34.7,10.6,Delhi,2023-06-12,potato
Potato,Vegetables,24.4,42.6,33.5,13.2,Delhi,2023-06-13,potato
Potato,Vegetables,24.3,41.2,38.9,5.0,Delhi,2023-06-14,potato
Potato,Vegetables,23.9,37.2,28.7,16.2,Delhi,2023-06-15,potato
Potato,Vegetables,24.9,33.5,31.4,8.5,Delhi,2023-06-16,potato
Potato,Vegetables,23.1,38.6,36.2,6.1,Delhi,2023-06-17,potato
Potato,Vegetables,24.1,57.3,45.1,15.0,Delhi,2023-06-18,potato
Potato,Vegetables,23.5,39.5,33.1,14.0,Delhi,2023-06-19,potato
Potato,Vegetables,25.6,36.4,28.4,11.0,Delhi,2023-06-20,potato
Potato,Vegetables,23.4,40.8,31.1,16.4,Delhi,2023-06-21,potato
Potato,Vegetables,22.4,42.9,32.9,12.0,Delhi,2023-06-22,potato
Potato,Vegetables,22.6,42.0,32.7,12.4,Delhi,2023-06-23,potato
Potato,Vegetables,25.8,37.3,33.7,11.5,Delhi,2023-06-24,potato
Potato,Vegetables,26.2,43.9,39.1,7.5,Delhi,2023-06-25,potato
Potato,Vegetables,24.3,44.1,37.7,12.4,Delhi,2023-06-26,potato
Potato,Vegetables,22.9,45.2,39.7,12.2,Delhi,2023-06-27,potato
Potato,Vegetables,24.2,37.5,34.1,6.6,Delhi,2023-06-28,potato
Potato,Vegetables,23.4,44.3,33.2,18.5,Delhi,2023-06-29,potato
Potato,Vegetables,23.6,36.1,27.6,16.2,Delhi,2023-06-30,potato
Potato,Vegetables,23.5,44.2,35.9,12.5,Delhi,2023-07-01,potato
Potato,Vegetables,26.9,44.5,41.6,10.3,Delhi,2023-07-02,potato
Potato,Vegetables,22.4,42.1,31.5,17.8,Delhi,2023-07-03,potato
Potato,Vegetables,26.4,42.0,34.2,15.5,Delhi,2023-07-04,potato
Potato,Vegetables,26.0,37.0,30.6,13.6,Delhi,2023-07-05,potato
Potato,Vegetables,24.9,41.8,32.4,17.2,Delhi,2023-07-06,potato
Potato,Vegetables,25.9,32.0,28.3,9.7,Delhi,2023-07-07,potato
Potato,Vegetables,22.1,41.4,37.4,8.0,Delhi,2023-07-08,potato
Potato,Vegetables,26.3,34.6,30.8,6.9,Delhi,2023-07-09,potato
Potato,Vegetables,24.9,34.5,32.3,9.8,Delhi,2023-07-10,potato
Potato,Vegetables,22.7,39.0,31.2,14.7,Delhi,2023-07-11,potato
Potato,Vegetables,24.8,40.2,33.1,10.1,Delhi,2023-07-12,potato
Potato,Vegetables,24.1,36.7,30.8,11.7,Delhi,2023-07-13,potato
Potato,Vegetables,22.5,41.6,33.3,11.4,Delhi,2023-07-14,potato
Potato,Vegetables,24.0,36.2,31.1,12.2,Delhi,2023-07-15,potato
Potato,Vegetables,23.6,55.1,44.2,18.0,Delhi,2023-07-16,potato
Potato,Vegetables,22.8,41.9,37.6,11.3,Delhi,2023-07-17,potato
Potato,Vegetables,22.5,44.2,33.6,17.5,Delhi,2023-07-18,potato
Potato,Vegetables,24.8,28.3,25.5,7.5,Delhi,2023-07-19,potato
Potato,Vegetables,25.2,48.2,35.7,19.4,Delhi,2023-07-20,potato
Potato,Vegetables,24.2,35.2,30.0,9.7,Delhi,2023-07-21,potato
Potato,Vegetables,26.9,43.7,37.4,8.8,Delhi,2023-07-22,potato
Potato,Vegetables,22.4,44.3,33.8,15.4,Delhi,2023-07-23,potato
Potato,Vegetables,23.7,46.1,36.1,14.5,Delhi,2023-07-24,potato
Potato,Vegetables,25.6,45.6,34.9,17.8,Delhi,2023-07-25,potato
Potato,Vegetables,25.3,46.7,34.9,13.9,Delhi,2023-07-26,potato
Potato,Vegetables,26.5,37.9,29.3,13.0,Delhi,2023-07-27,potato
Potato,Vegetables,24.1,34.0,30.1,7.2,Delhi,2023-07-28,potato
Potato,Vegetables,22.6,50.6,40.1,16.9,Delhi,2023-07-29,potato
Potato,Vegetables,23.9,42.1,31.7,14.4,Delhi,2023-07-30,potato
Potato,Vegetables,22.6,44.3,33.0,15.7,Delhi,2023-07-31,potato
Potato,Vegetables,25.7,36.4,33.6,9.9,Delhi,2023-08-01,potato
Potato,Vegetables,22.9,34.4,25.7,15.8,Delhi,2023-08-02,potato
Potato,Vegetables,25.9,42.5,32.9,16.9,Delhi,2023-08-03,potato
Potato,Vegetables,26.2,33.8,27.2,9.3,Delhi,2023-08-04,potato
Potato,Vegetables,23.1,45.0,35.1,15.8,Delhi,2023-08-05,potato
Potato,Vegetables,25.2,44.3,37.6,10.4,Delhi,2023-08-06,potato
Potato,Vegetables,23.7,38.1,33.6,6.7,Delhi,2023-08-07,potato
Potato,Vegetables,23.3,42.5,34.4,15.5,Delhi,2023-08-08,potato
Potato,Vegetables,23.3,43.2,35.3,10.1,Delhi,2023-08-09,potato
Potato,Vegetables,26.4,29.2,26.0,10.3,Delhi,2023-08-10,potato
Potato,Vegetables,22.6,42.5,32.0,14.7,Delhi,2023-08-11,potato
Potato,Vegetables,23.3,41.2,33.9,12.8,Delhi,2023-08-12,potato
Potato,Vegetables,24.2,35.3,29.8,9.2,Delhi,2023-08-13,potato
Potato,Vegetables,23.9,44.9,41.2,10.3,Delhi,2023-08-14,potato
Potato,Vegetables,25.3,32.3,28.3,8.8,Delhi,2023-08-15,potato
Potato,Vegetables,26.6,49.6,39.5,14.8,Delhi,2023-08-16,potato
Potato,Vegetables,23.0,44.3,33.5,17.2,Delhi,2023-08-17,potato
Potato,Vegetables,24.8,40.7,31.4,11.4,Delhi,2023-08-18,potato
Potato,Vegetables,26.2,24.8,23.3,7.2,Delhi,2023-08-19,potato
Potato,Vegetables,23.7,43.0,35.3,14.8,Delhi,2023-08-20,potato
Potato,Vegetables,24.5,35.2,32.7,4.7,Delhi,2023-08-21,potato
Potato,Vegetables,25.1,29.1,26.2,7.8,Delhi,2023-08-22,potato
Potato,Vegetables,23.4,34.5,30.9,8.7,Delhi,2023-08-23,potato
Potato,Vegetables,23.5,40.7,33.2,10.8,Delhi,2023-08-24,potato
Potato,Vegetables,24.9,39.4,29.5,17.6,Delhi,2023-08-25,potato
Potato,Vegetables,24.6,39.1,37.0,6.6,Delhi,2023-08-26,potato
Potato,Vegetables,26.4,38.4,32.3,11.4,Delhi,2023-08-27,potato
Potato,Vegetables,22.8,34.0,27.8,12.7,Delhi,2023-08-28,potato
Potato,Vegetables,23.3,34.8,28.8,10.0,Delhi,2023-08-29,potato
Potato,Vegetables,24.4,33.9,31.9,9.0,Delhi,2023-08-30,potato
Potato,Vegetables,25.1,35.6,26.7,14.5,Delhi,2023-08-31,potato
Potato,Vegetables,23.0,47.3,40.7,11.9,Delhi,2023-09-01,potato
Potato,Vegetables,22.9,48.1,37.5,18.1,Delhi,2023-09-02,potato
Potato,Vegetables,23.6,43.0,36.9,11.8,Delhi,2023-09-03,potato
Potato,Vegetables,24.8,27.4,25.5,4.7,Delhi,2023-09-04,potato
Potato,Vegetables,22.3,43.8,33.5,15.5,Delhi,2023-09-05,potato
Potato,Vegetables,23.0,42.3,34.2,13.1,Delhi,2023-09-06,potato
Potato,Vegetables,24.0,46.4,37.6,11.7,Delhi,2023-09-07,potato
Potato,Vegetables,26.0,32.6,26.3,11.5,Delhi,2023-09-08,potato
Potato,Vegetables,25.7,42.3,32.7,13.6,Delhi,2023-09-09,potato
Potato,Vegetables,26.1,37.4,32.6,10.1,Delhi,2023-09-10,potato
Potato,Vegetables,23.2,38.9,29.5,13.6,Delhi,2023-09-11,potato
Potato,Vegetables,24.3,35.7,33.8,9.8,Delhi,2023-09-12,potato
Potato,Vegetables,26.0,45.2,34.0,16.4,Delhi,2023-09-13,potato
Potato,Vegetables,23.2,38.3,32.0,10.2,Delhi,2023-09-14,potato
Potato,Vegetables,24.2,40.2,30.9,16.9,Delhi,2023-09-15,potato
Potato,Vegetables,25.9,46.8,38.7,13.5,Delhi,2023-09-16,potato
Potato,Vegetables,26.0,33.4,26.1,10.9,Delhi,2023-09-17,potato
Potato,Vegetables,26.4,41.8,33.3,14.2,Delhi,2023-09-18,potato
Potato,Vegetables,24.6,42.7,33.7,11.1,Delhi,2023-09-19,potato
Potato,Vegetables,23.8,35.4,27.2,14.0,Delhi,2023-09-20,potato
Potato,Vegetables,25.0,43.5,33.8,14.1,Delhi,2023-09-21,potato
